Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,description,target
34,male,3,own,moderate,moderate,6850,15,car,"The 34 year old male is highly skilled, owns housing, has moderate saving and checking accounts, was granted a 6850 credit amount over a 15 month duration to purchase a car.",bad risk
28,male,2,own,little,,1413,24,radio/TV,"The 28 year old male has a skilled job, owns their housing, has little savings, is seeking a 1413 credit amount over a 24 month duration to purchase a radio/TV.",good risk
45,male,3,own,moderate,,8588,39,car,The person is a 45 year old male with a highly skilled job who owns their housing. They have a moderate saving account. The credit amount is 8588 for a duration of 39 months for the purpose of a car.,bad risk
26,male,2,own,little,little,759,12,car,"A 26 year old male with a skilled job living in his own housing has little funds in his savings and checking accounts, and has requested a 12 month 759 dollar car loan.",good risk
32,male,3,free,little,,4686,36,car,The 32 year old male has a highly skilled job and lives in free housing with little savings. He requested a 4686 credit amount over a 36 month duration to purchase a car.,bad risk
26,male,2,rent,little,rich,2687,15,business,"The person is a 26 year old male with a skilled job who rents housing, has little savings, a rich checking account, a 2687 credit amount over 15 months for a business purpose.",good risk
20,male,2,rent,little,moderate,585,12,radio/TV,"The 20 year old male has a skilled job, rents housing, has little savings, a moderate checking account, was granted a 585 credit amount over 12 months duration to purchase a radio/TV.",bad risk
54,male,2,own,,,2255,24,car,"The person is a 54 year old male with a skilled job who owns their housing. They have requested a 2,255 credit amount over a 24 month duration to purchase a car.",good risk
37,female,2,own,little,little,609,6,car,The 37 year old female has a skilled job and owns her housing. She has little savings and checking accounts. She requested a 609 credit amount over a 6 month duration to purchase a car.,good risk
40,male,1,own,little,little,1361,6,car,A 40 year old male with an unskilled resident job living in his own housing has little savings accounts and little checking account. He requested 1361 amount of credit for a 6 month car loan.,good risk
23,female,2,rent,little,,7127,36,furniture/equipment,"The person is a 23 year old female with a skilled job who rents housing, has little savings, was granted a 7127 credit amount over a 36 month duration to purchase furniture/equipment.",bad risk
43,male,2,own,moderate,little,1203,6,car,"The 43 year old male has a skilled job, owns his housing, has a moderate saving account, a little checking account, requested a 1203 credit amount over 6 month duration to purchase a car.",good risk
36,male,2,free,,,700,6,radio/TV,The person is a 36 year old male with a skilled job living in free housing who is seeking a 700 credit amount over a 6 month duration to purchase a radio/TV.,good risk
44,male,2,free,little,,5507,24,repairs,The person is a 44 year old male with a skilled job living in free housing with a little saving account who was granted a credit amount of 5507 over a duration of 24 months for the purpose of repairs.,bad risk
24,female,2,own,little,little,3190,18,radio/TV,The person is a 24 year old female with a skilled job who owns her housing. Her saving and checking accounts are both little. She has requested a credit amount of 3190 over a duration of 18 months for the purpose of purchasing a radio/TV.,bad risk
53,male,2,free,little,little,7119,48,furniture/equipment,"A 53 year old male with a skilled job living in free housing has little savings and little funds in his checking account. He requested a 7,119 credit amount over a 48 month duration to purchase furniture/equipment.",bad risk
23,female,2,own,moderate,,3488,24,car,"The person is a 23 year old female with a skilled job who owns her housing. She has a moderate saving account and is seeking a credit amount of 3,488 over a duration of 24 months for the purpose of a car purchase.",bad risk
26,female,1,own,little,moderate,1113,18,radio/TV,"The 26 year old female has an unskilled resident job, owns her housing, has a little savings account, a moderate checking account, requested a 1113 credit amount over a 18 month duration to purchase a radio/TV.",good risk
30,male,2,own,little,moderate,7966,26,car,"The person is a 30 year old male with a skilled job who owns their housing, has little savings, a moderate checking account, took out a 7966 credit amount over a 26 month duration to purchase a car.",bad risk
31,female,2,own,moderate,,1532,15,education,The 31 year old female has a skilled job and owns her housing. She has a moderate saving account and requested a 1532 credit amount over a 15 month duration to finance an education.,good risk
42,male,1,own,little,,1503,4,radio/TV,"A 42 year old male with an unskilled and resident job, living in his own housing, having little savings accounts, took out a 1503 credit amount over a 4 month duration to purchase a radio/TV.",good risk
31,male,2,rent,little,little,2302,36,radio/TV,"The 31 year old male has a skilled job, rents housing, has little money in his saving and checking accounts, is seeking a 2,302 credit amount over a 36 month duration to purchase a radio/TV.",bad risk
41,male,1,own,little,little,662,6,car,"The 41 year old male has an unskilled resident job, owns housing, has little in savings accounts, has little in a checking account, was granted a 662 credit amount over a 6 month duration to purchase a car.",bad risk
32,male,2,own,little,moderate,2273,36,education,"The 32 year old male has a skilled job, owns housing, has little savings, a moderate checking account, took out a 2273 credit amount over 36 months for an education purpose.",good risk
28,female,2,rent,moderate,moderate,2631,15,car,The 28 year old female has a skilled job and rents housing. Her moderate saving accounts and moderate checking account relate to the 2631 credit amount over a 15 month duration used for the purpose of a car.,good risk
41,male,2,rent,little,,1503,12,car,"The 41 year old male has a skilled job, rents housing, has little savings, requested a 1503 credit amount over a 12 month duration to purchase a car.",good risk
26,male,2,own,moderate,,1311,24,radio/TV,The person is a 26 year old male with a skilled job who owns their housing. They have a moderate savings account and are seeking a credit amount of 1311 over a duration of 24 months for the purpose of purchasing a radio/TV.,bad risk
25,male,2,own,,,3105,24,radio/TV,"The 25 year old male has a skilled job, owns their housing, and is seeking a 3105 credit amount over a 24 month duration to purchase a radio/TV.",bad risk
33,male,2,rent,little,rich,2319,21,education,"The 33 year old male has a skilled job, rents housing, has little savings, a rich checking account, took out a 2,319 credit amount over a 21 month duration for an education purpose.",good risk
75,female,3,own,,little,1374,6,car,"The 75 year old female is highly skilled, owns her housing, has a little checking account, was granted a credit amount of 1374 for a 6 month car loan.",good risk
37,female,2,own,little,moderate,3612,18,furniture/equipment,"The 37 year old female has a skilled job and owns her housing. Her saving accounts are little, her checking account is moderate, her credit amount is 3612, her loan duration is 18 months, and her purpose is furniture/equipment.",bad risk
42,male,3,free,little,little,7763,48,car,The person is a 42 year old male with a highly skilled job who lives in free housing and has little money in both a savings account and a checking account. He requested a 7763 credit amount over a duration of 48 months to purchase a car.,bad risk
45,female,1,own,little,rich,3049,18,furniture/equipment,"Here is a strictly factual paragraph description of the provided credit risk data without subjective language, recommendations, or risk assessments:",good risk
23,male,2,rent,little,moderate,1534,12,radio/TV,"The person is a 23 year old male with a skilled job who rents housing, has a little savings account and a moderate checking account, and is seeking a 1534 credit amount over a 12 month duration to purchase a radio/TV.",good risk
60,male,2,free,little,,2032,24,car,The person is a 60 year old male with a skilled job living in free housing. He has a little savings account and requested a 2032 credit amount over a 24 month duration to purchase a car.,bad risk
31,male,2,own,,little,6350,30,furniture/equipment,"The 31 year old male has a skilled job, owns his housing, has a little checking account, requested a 6350 credit amount over a 30 month duration to purchase furniture/equipment.",bad risk
34,male,1,own,little,rich,2864,18,furniture/equipment,"A 34 year old male with an unskilled resident job, living in his own housing, having a little savings account and a rich checking account, requested a $2,864 loan for a duration of 18 months to purchase furniture/equipment.",good risk
61,male,1,own,little,,1255,12,car,"A 61 year old male with an unskilled resident job, living in his own housing, having a little savings account, requested a 1255 credit amount over a 12 month duration to purchase a car.",bad risk
43,male,2,free,little,little,1333,24,car,"The person is a 43 year old male with a skilled job living in free housing. He has little money in his saving and checking accounts. He is requesting a 1,333 credit amount over a duration of 24 months to purchase a car.",bad risk
37,female,2,own,little,,2022,24,car,"The 37 year old female has a skilled job and owns her housing. She has little savings. She is requesting a 2,022 credit amount over a 24 month duration to purchase a car.",good risk
32,male,2,own,little,,1552,24,radio/TV,"The 32 year old male has a skilled job, owns his housing, has little savings, was granted a 1552 credit amount over a 24 month duration to purchase a radio/TV.",good risk
24,female,1,own,little,little,626,12,radio/TV,"The person is a 24 year old female with a job classification of unskilled and resident, living in her own housing, having little in her savings and checking accounts, seeking a 626 credit amount over a 12 month duration to purchase a radio/TV.",bad risk
35,male,2,free,,,8858,48,car,"The 35 year old male has a skilled job, lives in free housing, requested a car loan of 8858 for a duration of 48 months.",bad risk
23,female,2,own,,,996,12,repairs,The person is a 23 year old female with a skilled job who owns her housing. She has requested a 996 credit amount over a 12 month duration to finance repairs.,good risk
45,male,1,own,quite rich,,1750,6,radio/TV,"A 45 year old male with an unskilled resident job living in his own housing has quite rich savings accounts. He is requesting a 1,750 credit amount over a duration of 6 months for the purpose of a radio/TV.",good risk
34,male,2,own,little,little,6999,48,radio/TV,A 34 year old male with a skilled job living in his own housing has little money in his savings and checking accounts. He has requested a 6999 credit amount over a duration of 48 months to purchase a radio/TV.,bad risk
27,male,2,own,moderate,moderate,1995,12,car,The person is a 27 year old male with a skilled job who owns their housing. They have a moderate saving account and a moderate checking account. They requested a 1995 credit amount over a 12 month duration to purchase a car.,good risk
67,female,3,own,little,moderate,1199,9,education,"The 67 year old female has a highly skilled job, owns her housing, has little savings, a moderate checking account, took out a 1199 credit amount over 9 months for an education purpose.",bad risk
22,male,2,own,little,moderate,1331,12,radio/TV,The person is a 22 year old male with a skilled job who owns their housing. They have a little savings account and a moderate checking account. They are seeking a credit amount of 1331 over a duration of 12 months for the purpose of a radio/TV.,good risk
28,female,2,own,moderate,moderate,2278,18,car,The 28 year old female has a skilled job and owns her housing. She has moderate saving and checking accounts. She is seeking a 2278 credit amount over a duration of 18 months for the purpose of a car.,good risk
29,female,2,own,,,5003,21,car,"The 29 year old female has a skilled job, owns her housing, was granted a 5003 credit amount over a 21 month duration to purchase a car.",good risk
27,male,2,own,little,little,3552,24,furniture/equipment,"Here is a strictly factual description of the provided credit risk data in a single paragraph with no subjective language or recommendations: The data is for a 27 year old male with a skilled job who owns housing, has little money in savings accounts, has little money in checking account, is requesting a 3552 credit amount over a 24 month duration to purchase furniture/equipment.",bad risk
31,male,1,own,little,moderate,1928,18,furniture/equipment,"The 31 year old male has an unskilled resident job, owns housing, has a little savings account, a moderate checking account, requested a 1928 credit amount over a 18 month duration to purchase furniture/equipment.",good risk
49,male,2,free,,little,2964,24,car,The 49 year old male has a skilled job and lives in free housing with a little checking account. He requested a 2964 credit amount over a 24 month duration to purchase a car.,good risk
24,male,1,rent,little,little,1546,24,radio/TV,The person is a 24 year old male with a job categorized as unskilled and resident. He rents his housing and has little money in his saving and checking accounts. He requested a 1546 credit amount over a loan duration of 24 months for the purpose of purchasing a radio/TV.,bad risk
29,female,2,own,little,rich,683,6,radio/TV,The person is a 29 year old female with a skilled job who owns her housing. She has a little savings account and a rich checking account. She requested a 683 credit amount over a 6 month duration to purchase a radio/TV.,good risk
37,male,2,free,,moderate,12389,36,car,The 37 year old male has a skilled job and lives in free housing with a moderate checking account. He is requesting a 12389 credit amount over a 36 month duration to purchase a car.,bad risk
37,male,3,own,,moderate,4712,24,business,"The 37 year old male has a highly skilled job, owns their housing, has a moderate checking account, requested a 4712 credit amount over a 24 month duration for a business purpose.",good risk
23,female,2,rent,moderate,moderate,1553,24,radio/TV,"The 23 year old female has a skilled job, rents housing, has moderate saving and checking accounts, was granted a 1553 credit amount over a 24 month duration to purchase a radio/TV.",bad risk
36,male,2,own,little,little,1372,12,car,"The 36 year old male has a skilled job, owns his housing, has little in his saving and checking accounts, was granted a 1372 credit amount over 12 month duration to purchase a car.",good risk
34,male,2,own,rich,,2578,24,radio/TV,The person is a 34 year old male with a skilled job who owns their housing. They have a rich saving account and requested a credit amount of 2578 over a duration of 24 months to purchase a radio/TV.,good risk
41,male,2,own,,moderate,3979,48,radio/TV,"The person is a 41 year old male with a skilled job who owns their housing, has a moderate checking account, a credit amount of 3979, a duration of 48 months, and a loan purpose of radio/TV.",bad risk
31,female,2,own,little,little,6758,48,radio/TV,"The 31 year old female has a skilled job, owns her housing, has little savings and checking account balances, was granted a 6758 credit amount over a 48 month duration to purchase a radio/TV.",good risk
23,female,1,rent,little,little,3234,24,furniture/equipment,"Here is a factual description of the person data without subjective language or recommendations: The data shows a 23 year old female with a job designation of unskilled and resident, living in rented housing, having little money in her savings and checking accounts, seeking a 3234 credit amount over a 24 month duration to purchase furniture/equipment.",bad risk
38,male,2,own,little,,5954,30,radio/TV,"The 38 year old male has a skilled job and owns his housing. His saving accounts status is little. He has requested a 5,954 credit amount over a 30 month duration to purchase a radio/TV.",bad risk
26,female,3,rent,,,5433,24,car,The person is a 26 year old female with a highly skilled job who rents housing. She has requested a 5433 credit amount over a 24 month duration to purchase a car.,bad risk
22,female,1,own,little,little,806,15,business,"The person is a 22 year old female with an unskilled resident job, who owns her housing, has little savings and checking accounts, was extended a credit amount of 806 for a duration of 15 months for a business purpose.",good risk
27,male,1,own,little,moderate,1082,9,radio/TV,"The person is a 27 year old male with an unskilled resident job living in his own housing. His saving accounts are characterized as little, his checking account is moderate, he is seeking a credit amount of 1082 over a 9 month duration for the purpose of purchasing a radio/TV.",good risk
24,female,2,own,little,,2788,15,furniture/equipment,"Here is a strictly factual description of the credit risk data provided without subjective language, recommendations, or risk assessments: The data is for a 24 year old female with a skilled job who owns her housing. Her saving accounts are described as little. She is seeking 2,788 in credit for a 15 month duration in order to purchase furniture/equipment.",
27,female,2,own,little,moderate,2930,12,radio/TV,"The 27 year old female has a skilled job and owns her housing. She has a little savings account and a moderate checking account. She is requesting a 2,930 credit amount over a 12 month duration to purchase a radio/TV.",good risk
33,female,2,own,,,1927,24,education,"The 33 year old female has a skilled job, owns her housing, has requested a 1,927 credit amount over a 24 month duration to finance an education purpose.",good risk
27,male,2,own,little,moderate,2820,36,car,"The person is a 27 year old male with a skilled job who owns their housing, has little savings accounts and a moderate checking account, applied for a $2,820 36 month car loan.",good risk
27,male,1,own,little,,937,24,education,"The person is a 27 year old male with an unskilled resident job who owns their housing, has little in savings accounts, is seeking a 937 credit amount over a 24 month duration for an education purpose.",bad risk
30,male,2,own,little,moderate,1056,18,car,"The 30 year old male has a skilled job, owns housing, has a little savings account, a moderate checking account, was granted a 1056 credit amount over a 18 month duration for the purpose of purchasing a car.",good risk
49,male,1,own,little,moderate,3124,12,car,"The person is a 49 year old male with an unskilled resident job who owns their housing, has little in their savings account, a moderate checking account, a 3124 credit amount over 12 months duration to purchase a car.",good risk
26,female,2,rent,little,,1388,9,furniture/equipment,"The 26 year old female has a skilled job, rents housing, has little in her savings account, is seeking a credit amount of 1388 over a duration of 9 months to purchase furniture/equipment.",good risk
33,male,1,rent,little,moderate,2384,36,repairs,"The 33 year old male has an unskilled resident job, rents housing, has a little savings account, a moderate checking account, requested a 2384 credit amount over a 36 month duration for the purpose of repairs.",bad risk
52,female,3,free,,,2133,12,car,"Here is a strictly factual single paragraph description of the provided person credit risk data without recommendations, risk assessment or subjective language: The person is 52 years old, female, highly skilled with free housing, requesting a 2133 credit amount over 12 months duration for the purpose of a car.",good risk
20,female,2,rent,little,little,2039,18,furniture/equipment,"The person is a 20 year old female with a skilled job who rents housing, has little savings and checking accounts, was granted a credit amount of 2039 for a duration of 18 months to purchase furniture/equipment.",good risk
36,male,2,rent,little,little,2799,9,car,"The 36 year old male has a skilled job, rents housing, has little savings and checking accounts, was granted a 2799 credit amount over 9 months duration to purchase a car.",bad risk
21,male,1,own,little,little,1289,12,furniture/equipment,"A 21 year old male with an unskilled resident job, living in his own housing, having little money in his saving and checking accounts, is requesting a 1,289 credit amount over 12 months duration to purchase furniture/equipment.",good risk
47,male,1,own,little,little,1217,18,domestic appliances,"The person is a 47 year old male with an unskilled resident job who owns their housing, has little savings and checking account balances, has requested a 1217 credit amount over an 18 month duration to purchase domestic appliances.",good risk
60,male,2,own,little,little,2246,12,furniture/equipment,A 60 year old male with a skilled job lives in his own housing. He has little money in his savings and checking accounts. He requested 2246 amount of credit for a duration of 12 months to purchase furniture or equipment.,good risk
58,female,1,own,little,little,385,12,radio/TV,"This 58 year old female has a job classification of unskilled and resident, owns her housing, has little money in her saving and checking accounts, has requested a 385 credit amount over a 12 month duration to purchase a radio/TV.",bad risk
42,female,2,rent,,moderate,1965,24,car,"The person is a 42 year old female with a skilled job who rents housing, has a moderate checking account, requested a 1965 credit amount over a 24 month duration to purchase a car.",good risk
36,female,1,own,rich,,1572,21,business,"The 36 year old female has an unskilled resident job, owns her housing, has a rich saving account, was granted a 1572 credit amount over a 21 month duration loan period for a business purpose.",good risk
20,female,1,rent,little,moderate,2718,24,car,The person is a 20 year old female with a job classification of unskilled and resident. She lives in rented housing and has a little savings account and a moderate checking account. She has requested a 2718 credit amount over a loan duration of 24 months for the purpose of purchasing a car.,bad risk
40,male,3,own,,little,1358,24,vacation/others,The person is a 40 year old male with a highly skilled job who owns their housing. They have a little checking account and requested a 1358 credit amount over a 24 month duration to be used for a vacation or other purposes.,bad risk
32,female,1,own,moderate,moderate,931,6,car,"The 32 year old female has an unskilled and resident job, owns her housing, has moderate saving and checking accounts, is requesting a 931 credit amount over 6 months duration for the purpose of a car.",good risk
23,female,2,rent,little,little,1442,24,car,"The person is a 23 year old female with a skilled job who rents housing, has little savings and checking accounts, was granted a 1442 credit amount over a 24 month duration to purchase a car.",bad risk
36,male,1,own,little,moderate,4241,24,business,The person is a 36 year old male with a job classified as unskilled and resident. He owns his housing. His savings accounts are characterized as little and his checking account as moderate. He has requested a credit amount of 4241 for a duration of 24 months for a business purpose.,bad risk
31,male,2,own,little,,2775,18,car,"The 31 year old male has a skilled job and owns his housing. His saving accounts are described as little. He has requested a 2,775 credit amount over a duration of 18 months for the purpose of a car.",good risk
32,male,2,free,little,,3863,24,business,The person is a 32 year old male with a skilled job living in free housing with a little savings account who requested a 3863 credit amount over a 24 month duration for a business purpose.,good risk
45,female,2,own,little,moderate,2329,7,radio/TV,The person is a 45 year old female with a skilled job who owns her housing. She has a little savings account and a moderate checking account. She is requesting a credit amount of 2329 for a duration of 7 months for the purpose of a radio/TV.,good risk
30,female,2,own,little,moderate,918,9,furniture/equipment,The person is a 30 year old female with a skilled job who owns her housing. She has little money in her savings accounts and a moderate amount in her checking account. She requested a 918 credit amount over a 9 month duration to purchase furniture/equipment.,good risk
34,female,1,free,little,moderate,1837,24,education,A 34 year old female with an unskilled resident job living in free housing with a little savings account and a moderate checking account was granted an 1837 credit amount over a 24 month duration for an education purpose.,good risk
28,female,3,own,little,,3349,36,furniture/equipment,"The person is a 28 year old female with a highly skilled job who owns her housing. She has a little savings account and requested a 3,349 credit amount over a 36 month duration to purchase furniture/equipment.",good risk
23,female,2,own,little,rich,1275,10,furniture/equipment,Here is a strictly factual description of the provided credit risk data in a single paragraph with no subjective language or recommendations: The data is for a 23 year old female who has a skilled job and owns her housing. Her saving accounts are described as little and her checking account as rich. The credit amount requested is 1275 units over a 10 month duration to purchase furniture/equipment.,bad risk
22,male,2,own,quite rich,little,2828,24,furniture/equipment,"A 22 year old male with a skilled job living in his own housing was approved for a $2,828 credit amount over a 24 month duration to purchase furniture and equipment. His saving accounts were categorized as quite rich and his checking account as having little funds.",good risk
74,male,3,own,little,,4526,24,business,The person is a 74 year old male with a highly skilled job who owns their housing. They have a little savings account and are seeking a 4526 credit amount over a 24 month duration for a business purpose.,bad risk
50,female,2,free,moderate,moderate,2671,36,radio/TV,The person is a 50 year old female with a skilled job living in free housing. She has moderate saving and checking accounts. She requested a credit amount of 2671 for a duration of 36 months for the purpose of purchasing a radio/TV.,good risk
33,male,2,own,little,,2051,18,radio/TV,"A 33 year old male with a skilled job who owns his housing has a little savings account, applied for a 2051 credit amount over an 18 month duration to purchase a radio/TV.",good risk
45,male,2,free,,,1300,15,car,The person is a 45 year old male with a skilled job living in free housing who is seeking a 1300 credit amount over a 15 month duration for the purpose of a car.,good risk
22,female,2,own,moderate,little,741,12,domestic appliances,The 22 year old female has a skilled job and owns her housing. Her saving accounts are moderate and she has little funds in her checking account. She has requested a 741 credit amount over a 12 month duration to purchase domestic appliances.,bad risk
48,female,1,free,moderate,rich,1240,10,car,A 48 year old female with an unskilled resident job living in free housing with a moderate saving account and a rich checking account was granted a 1240 credit amount over a 10 month duration to purchase a car.,good risk
29,female,2,own,rich,little,3357,21,radio/TV,"The 29 year old female has a skilled job, owns her housing, has a rich saving account, a little checking account, a 3357 credit amount over a 21 month duration to purchase a radio/TV.",good risk
22,female,2,rent,little,little,3632,24,car,"The person is a 22 year old female with a skilled job who rents housing, has little in her saving and checking accounts, was granted a 3632 credit amount over a 24 month duration to purchase a car.",bad risk
22,female,2,own,little,,1808,18,furniture/equipment,The person is a 22 year old female with a skilled job who owns her housing. She has little savings. She is requesting a 1808 credit amount over a duration of 18 months for the purpose of furniture/equipment.,good risk
48,male,3,own,,moderate,12204,48,business,"The person is a 48 year old male with a highly skilled job who owns their housing, has a moderate checking account, requested a credit amount of 12204 for a business purpose over a duration of 48 months.",bad risk
27,male,3,free,,moderate,9157,60,radio/TV,"The person is a 27 year old male with a highly skilled job who lives in free housing, has a moderate checking account, requested a 9157 credit amount over a 60 month duration to purchase a radio/TV.",bad risk
37,male,2,rent,little,little,3676,6,car,"The 37 year old male has a skilled job, rents housing, has little savings and checking accounts, was granted a 3676 credit amount over a 6 month duration to purchase a car.",bad risk
21,female,2,rent,moderate,moderate,3441,30,furniture/equipment,"The person is a 21 year old female with a skilled job who rents housing, has moderate saving and checking accounts, has requested a 3441 credit amount over a 30 month duration to purchase furniture/equipment.",bad risk
49,male,1,own,little,,640,12,car,The person is a 49 year old male with an unskilled resident job who owns their housing. They have little savings accounts and are seeking a 640 credit amount over a 12 month duration to purchase a car.,good risk
27,male,2,own,little,moderate,3652,21,business,"The person is a 27 year old male with a skilled job who owns their housing, has little savings, a moderate checking account, took out a 3652 credit amount over a 21 month duration for a business purpose.",bad risk
32,male,2,own,little,,1530,18,car,"The 32 year old male has a skilled job, owns his housing, has little savings, was granted a 1530 credit amount over an 18 month duration to purchase a car.",good risk
38,male,2,own,,,3914,48,business,The person is a 38 year old male with a skilled job who owns their housing. They have requested a business loan of $3914 for a duration of 48 months.,bad risk
22,female,2,rent,little,little,1858,12,furniture/equipment,"The person is a 22 year old female with a skilled job who rents housing, has little money in her savings and checking accounts, was granted a 1,858 credit amount over a 12 month duration to purchase furniture and equipment.",good risk
65,male,2,free,little,little,2600,18,radio/TV,The person is a 65 year old male with a skilled job who lives in free housing and has a little amount in their savings and checking accounts. They have requested a credit amount of 2600 over a duration of 18 months for the purpose of purchasing a radio/TV.,good risk
35,male,2,own,,,1979,15,radio/TV,The person is a 35 year old male with a skilled job who owns their housing. They requested a credit amount of 1979 for a duration of 15 months for the purpose of a radio/TV.,good risk
41,male,2,own,little,rich,2116,6,furniture/equipment,A 41 year old male with a skilled job lives in his own housing. He has a little savings account and a rich checking account. He requested a $2116 credit for a duration of 6 months to purchase furniture/equipment.,good risk
29,male,2,own,moderate,moderate,1437,9,car,"The 29 year old male has a skilled job, owns their housing, has a moderate saving account, a moderate checking account, a 1437 credit amount over a 9 month duration to purchase a car.",good risk
36,male,2,own,quite rich,,4042,42,furniture/equipment,The 36 year old male has a skilled job and owns his housing. His saving accounts are quite rich. He has requested a 4042 credit amount over a 42 month duration to purchase furniture/equipment.,bad risk
64,male,1,own,,,3832,9,education,"The data describes a 64-year-old male person with unskilled resident job, who owns his housing. The credit amount is $3832 for a 9-month duration education purpose loan.",bad risk
28,female,2,own,little,little,3660,24,radio/TV,"The 28 year old female has a skilled job, owns her housing, has little money in her saving and checking accounts, is seeking a 3,660 credit amount over a 24 month duration to purchase a radio/TV.",bad risk
44,male,2,own,little,little,1553,18,furniture/equipment,The person is a 44 year old male with a skilled job who owns their housing. They have little money in their saving and checking accounts. They requested a 1553 credit amount over a duration of 18 months to purchase furniture or equipment.,good risk
23,male,2,own,,moderate,1444,15,radio/TV,"A 23 year old male with a skilled job lives in his own housing. He has a moderate checking account and was granted a 1,444 credit amount over a 15 month duration to purchase a radio/TV.",good risk
19,female,2,rent,little,,1980,9,furniture/equipment,"The person is a 19 year old female with a skilled job who rents housing, has little savings, was granted a $1,980 credit amount over a 9 month duration to purchase furniture/equipment.",good risk
25,female,1,own,little,moderate,1355,24,car,"The 25 year old female has an unskilled resident job, owns her housing, has little savings, a moderate checking account, took out a 1355 credit amount over a 24 month duration car loan.",bad risk
47,male,2,own,little,,1393,12,education,The person is a 47 year old male with a skilled job who owns their housing. They have a little savings account. They have requested a credit amount of 1393 for a duration of 12 months for the purpose of education.,good risk
28,female,2,own,quite rich,,1376,24,radio/TV,The person is a 28 year old female with a skilled job who owns her housing. She has quite rich saving accounts and requested a credit amount of 1376 over a duration of 24 months for the purpose of purchasing a radio/TV.,good risk
21,male,2,own,little,,15653,60,radio/TV,The data shows a 21 year old male with a skilled job who owns his housing. His saving accounts status is little. The credit amount is 15653 for a duration of 60 months and the purpose of the loan is radio/TV.,bad risk
34,female,2,own,little,,1493,12,radio/TV,The person is a 34 year old female with a skilled job who owns her housing. She has little savings. She has requested a credit amount of 1493 over a duration of 12 months for the purpose of purchasing a radio/TV.,good risk
26,male,2,own,little,little,4370,42,radio/TV,The person is a 26 year old male with a skilled job who owns their housing. They have little money in both their saving account and checking account. They requested a credit amount of 4370 for a duration of 42 months to purchase a radio/TV.,bad risk
27,female,0,own,little,little,750,18,education,"The 27 year old female has an unskilled non-resident job, owns her housing, has little in her savings and checking accounts, is seeking a 750 credit amount over an 18 month duration to fund an education purpose.",good risk
38,male,1,own,little,moderate,1308,15,repairs,"The 38 year old male has an unskilled and resident job, owns housing, has little savings accounts, a moderate checking account, a 1308 credit amount over 15 months duration for the purpose of repairs.",good risk
40,male,3,own,moderate,,4623,15,education,"The person is a 40 year old male with a highly skilled job who owns their housing, has a moderate saving account, requested a 4623 credit amount over a 15 month duration to pay for education.",good risk
33,male,2,own,little,,1851,24,radio/TV,"The 33 year old male has a skilled job, owns his housing, has little savings, was granted a 1,851 credit amount over a 24 month duration to purchase a radio/TV.",good risk
32,male,3,own,little,little,1880,18,radio/TV,"The 32 year old male has a highly skilled job, owns housing, has little money in his savings and checking accounts, was granted a 1,880 credit amount over an 18 month duration to purchase a radio/TV.",good risk
27,male,2,rent,,,7980,36,business,The person is a 27 year old male with a skilled job who rents housing. He is requesting a 7980 credit amount over a 36 month duration for a business purpose.,bad risk
32,male,2,own,little,little,4583,30,furniture/equipment,"The 32 year old male has a skilled job, owns his housing, has little money in his savings and checking accounts, is requesting a 4583 credit amount over a 30 month duration to purchase furniture/equipment.",bad risk
26,female,2,own,quite rich,,1386,12,car,The person is a 26 year old female with a skilled job who owns her housing. She has quite rich saving accounts and requested a 1386 credit amount over a 12 month duration to purchase a car.,good risk
38,male,2,free,little,rich,947,24,car,The 38 year old male has a skilled job and lives in free housing. His saving accounts are described as little and his checking account as rich. He is seeking a 947 credit amount over a 24 month duration to purchase a car.,good risk
40,male,1,rent,little,little,684,12,education,"A 40 year old male with an unskilled resident job living in rented housing has little savings and checking accounts, applied for a 684 credit amount over 12 months duration to finance education.",bad risk
50,male,3,free,little,little,7476,48,education,"The 50 year old male has a highly skilled job, lives in free housing, has little amounts in his saving and checking accounts, was given a 7476 credit amount over a 48 month duration to fund an education purpose.",bad risk
37,male,1,own,little,moderate,1922,12,furniture/equipment,"The 37 year old male has an unskilled resident job, owns housing, has little savings accounts, a moderate checking account, requested a 1922 credit amount over 12 months duration to purchase furniture/equipment.",good risk
45,male,2,own,little,little,2303,24,car,The person is a 45 year old male with a skilled job who owns their housing. They have little savings and checking accounts. They are seeking 2303 in credit for a 24 month car loan.,good risk
42,male,3,own,moderate,moderate,8086,36,car,The person is a 42 year old male with a highly skilled job who owns their housing. They have moderate saving and checking accounts. They are seeking an 8086 credit amount over a 36 month duration to purchase a car.,bad risk
35,male,2,own,little,,2346,24,car,"The person data describe a 35 year old male with a skilled job who owns their housing, has little savings, is seeking a 2346 credit amount over a 24 month duration to purchase a car.",bad risk
22,male,2,free,little,little,3973,14,car,The person is a 22 year old male with a skilled job who lives in free housing and has little money in both a savings account and a checking account. He is seeking 3973 units of credit for a 14 month car loan.,bad risk
41,male,1,own,little,moderate,888,12,car,"The person details are: a 41 year old male with an unskilled resident job, living in their own housing, having a little savings account and a moderate checking account, requesting a 888 credit amount over 12 months duration for the purpose of a car.",bad risk
37,male,2,own,,,10222,48,radio/TV,"The 37 year old male has a skilled job, owns his housing, has requested a 10222 credit amount over a 48 month duration to purchase a radio/TV.",bad risk
